Date,Sensor,temperature,humidity,lighting,co2,pm,tvoc
2019-09-15 10:20:00,a200000019,18.8,48,3,,,
2019-09-15 10:30:00,a200000024,18.9,48,43,,,
2019-09-15 10:30:00,a200000018,18.1,50,5,,,
2019-09-15 10:30:00,a200000015,19.1,47,113,,,
2019-09-15 10:30:00,a200000021,18.8,48,5,,,
2019-09-15 10:30:00,a200000025,19.2,47,320,,,
2019-09-15 10:30:00,a300000006,16.8,54,30,405,,
2019-09-15 10:30:00,a300000007,18.6,48,11,338,,
2019-09-15 10:30:00,a300000004,,,,413,,
2019-09-15 10:30:00,a200000019,18.9,48,3,,,
2019-09-15 10:30:00,a200000014,18.5,48,3,,,
2019-09-15 10:30:00,a200000022,19.4,47,375,,,
2019-09-15 10:30:00,a200000017,21.2,44,4,,,
2019-09-15 10:30:00,a300000005,16.8,55,147,399,,
2019-09-15 10:30:00,a200000023,20.5,43,4,,,
2019-09-15 10:30:00,a200000016,17.3,53,16,,,
2019-09-15 10:30:00,a300000008,,,,418,,
2019-09-15 10:30:00,b100000003,,,,,2,136.3
2019-09-15 10:30:00,a200000020,16.7,53,290,,,
2019-09-15 10:40:00,a200000018,18.1,50,7,,,
2019-09-15 10:40:00,a200000014,18.5,48,4,,,
2019-09-15 10:40:00,a200000024,18.8,48,58,,,
2019-09-15 10:40:00,a200000022,19.4,46,410,,,
2019-09-15 10:40:00,a300000005,16.8,54,190,,,
2019-09-15 10:40:00,a200000019,18.9,48,4,,,
2019-09-15 10:40:00,a200000023,20.5,43,5,,,
2019-09-15 10:40:00,a300000008,17.9,50,37,,,
2019-09-15 10:40:00,a200000021,18.8,48,7,,,
2019-09-15 10:40:00,a200000017,20.8,41,6,,,
2019-09-15 10:40:00,a200000015,19.2,46,114,,,
2019-09-15 10:40:00,a200000025,19.2,46,354,,,
2019-09-15 10:40:00,a300000007,18.6,48,17,,,
2019-09-15 10:40:00,a300000006,16.8,54,43,,,
2019-09-15 10:40:00,a200000020,16.7,53,302,,,
2019-09-15 10:40:00,a200000016,17.3,53,19,,,
2019-09-15 10:40:00,a300000004,19.6,46,2,,,
2019-09-15 10:50:00,a200000022,19.4,46,421,,,
2019-09-15 10:50:00,a200000019,18.9,48,5,,,
2019-09-15 10:50:00,a200000023,20.5,43,4,,,
2019-09-15 10:50:00,a200000025,19.2,46,338,,,
2019-09-15 10:50:00,a300000007,18.7,48,20,,,
2019-09-15 10:50:00,a300000005,16.9,54,151,,,
2019-09-15 10:50:00,a200000016,17.3,52.5,16,,,
2019-09-15 10:50:00,a200000024,18.9,48,71,,,
2019-09-15 10:50:00,a200000015,19.1,46,113,,,
2019-09-15 10:50:00,a300000006,16.8,54,27,,,
2019-09-15 10:50:00,a200000020,16.7,53,290,,,
2019-09-15 10:50:00,a200000021,18.8,48,4,,,
2019-09-15 10:50:00,a300000004,19.6,46,1,,,
2019-09-15 10:50:00,a200000014,18.5,48,2,,,
2019-09-15 10:50:00,a200000018,18.1,50,5,,,
2019-09-15 10:50:00,a300000008,18.1,50,28,,,
2019-09-15 10:50:00,a200000017,21.5,43,4,,,
2019-09-15 11:00:00,a200000022,19.4,46,358,,,
2019-09-15 11:00:00,a200000015,19.1,46,113,,,
2019-09-15 11:00:00,a200000020,16.7,53,281,,,
2019-09-15 11:00:00,a200000024,18.9,47,36,,,
2019-09-15 11:00:00,a300000005,16.9,54,123,401,,
2019-09-15 11:00:00,a300000006,16.8,54,26,416,,
2019-09-15 11:00:00,a200000025,19.2,46,302,,,
2019-09-15 11:00:00,a200000018,18.1,50,5,,,
2019-09-15 11:00:00,a300000007,18.7,48,9,335,,
2019-09-15 11:00:00,a300000008,18,50,21,404,,
2019-09-15 11:00:00,a300000004,19.6,46,1,420,,
2019-09-15 11:00:00,a200000019,18.8,48,2,,,
2019-09-15 11:00:00,a200000016,17.3,52,13,,,
2019-09-15 11:00:00,a200000021,18.7,48,5,,,
2019-09-15 11:00:00,a200000017,21.3,42,3,,,
2019-09-15 11:00:00,a200000014,18.5,48,3,,,
2019-09-15 11:00:00,a200000023,20.5,43,3,,,
2019-09-15 11:10:00,a200000025,19.2,46,318,,,
2019-09-15 11:10:00,a300000005,17,54,129,,,
2019-09-15 11:10:00,a200000022,19.4,46,381,,,
2019-09-15 11:10:00,a200000015,19.1,46,113,,,
2019-09-15 11:10:00,a300000006,16.8,53.5,29.5,,,
2019-09-15 11:10:00,a200000016,17.3,52,17,,,
2019-09-15 11:10:00,a300000004,19.6,46,1,,,
2019-09-15 11:10:00,a200000020,16.7,53,282,,,
2019-09-15 11:10:00,a200000017,21,41,4,,,
2019-09-15 11:10:00,a300000007,18.7,48,13,,,
2019-09-15 11:10:00,a200000014,18.5,48,3,,,
2019-09-15 11:10:00,a200000019,18.8,48,4,,,
2019-09-15 11:10:00,a200000023,20.5,43,4,,,
2019-09-15 11:10:00,a300000008,18,50,26,,,
2019-09-15 11:10:00,a200000018,18.1,50,5,,,
2019-09-15 11:10:00,a200000024,18.9,47,51,,,
2019-09-15 11:10:00,a200000021,18.7,48,5,,,
2019-09-15 11:20:00,a200000017,21,44,4,,,
2019-09-15 11:20:00,a200000019,18.85,48,3.5,,,
2019-09-15 11:20:00,a300000006,16.8,53,33,,,
2019-09-15 11:20:00,a300000008,18,49,29,,,
2019-09-15 11:20:00,a200000023,20.5,43,4.5,,,
2019-09-15 11:20:00,a300000005,17,54,146,,,
2019-09-15 11:20:00,a300000004,19.6,46,1,,,
2019-09-15 11:20:00,a200000025,19.2,46,318,,,
2019-09-15 11:20:00,a200000016,17.35,52,17,,,
2019-09-15 11:20:00,a200000024,18.95,47,52,,,
2019-09-15 11:20:00,a200000015,19.1,46,113,,,
2019-09-15 11:20:00,a300000007,18.7,48,13.5,,,
2019-09-15 11:20:00,a200000018,18.1,50,5,,,
2019-09-15 11:20:00,a200000021,18.7,48,5,,,
2019-09-15 11:20:00,a200000020,16.7,53,288,,,
2019-09-15 11:20:00,a200000014,18.6,48,3,,,
2019-09-15 11:20:00,a200000022,19.4,46,381,,,
2019-09-15 11:30:00,a200000020,16.7,53,297,,,
2019-09-15 11:30:00,a200000015,19.1,46,114,,,
2019-09-15 11:30:00,a200000017,21,43,5,,,
2019-09-15 11:30:00,a200000024,19,47,53,,,
2019-09-15 11:30:00,a200000016,17.4,52,17,,,
2019-09-15 11:30:00,a200000021,18.7,48,6,,,
2019-09-15 11:30:00,a200000025,19.2,46,337,,,
2019-09-15 11:30:00,a200000019,18.9,48,3,,,
2019-09-15 11:30:00,a200000022,19.4,46,399,,,
2019-09-15 11:30:00,a300000007,18.7,48,14,325,,
2019-09-15 11:30:00,a200000018,18.1,50,5,,,
2019-09-15 11:30:00,a200000014,18.6,48,3,,,
2019-09-15 11:30:00,a300000005,17,54,176,390,,
2019-09-15 11:30:00,a200000023,20.5,43,5,,,
2019-09-15 11:30:00,a300000008,18.1,49,35,409,,
2019-09-15 11:30:00,a300000004,19.6,46,1,385,,
2019-09-15 11:30:00,a300000006,16.8,53,38,414,,
2019-09-15 11:40:00,a200000021,18.8,48,6,,,
2019-09-15 11:40:00,a200000020,16.8,52,310,,,
2019-09-15 11:40:00,a200000014,18.6,47.5,2.5,,,
2019-09-15 11:40:00,a200000022,19.4,46,434,,,
2019-09-15 11:40:00,a200000018,18.2,49,6,,,
2019-09-15 11:40:00,a200000025,19.2,46,363,,,
2019-09-15 11:40:00,a200000024,19,47,67,,,
2019-09-15 11:40:00,a200000023,20.6,42,6,,,
2019-09-15 11:40:00,a200000015,19.1,46,114,,,
2019-09-15 11:40:00,a300000006,16.8,53,42,,,
2019-09-15 11:40:00,a300000007,18.7,48,21,,,
2019-09-15 11:40:00,a200000016,17.4,52,21,,,
2019-09-15 11:40:00,a300000008,18.2,49,42,,,
2019-09-15 11:40:00,a300000005,17,53,210,,,
2019-09-15 11:40:00,a200000017,21,41,7,,,
2019-09-15 11:40:00,a300000004,19.6,46,1,,,
2019-09-15 11:40:00,a200000019,18.9,48,4,,,
2019-09-15 11:50:00,a200000023,20.5,42,4,,,
2019-09-15 11:50:00,a300000006,16.8,53,31,,,
2019-09-15 11:50:00,a200000022,19.45,46,408,,,
2019-09-15 11:50:00,a200000019,18.9,47,4,,,
2019-09-15 11:50:00,a200000021,18.7,47,5,,,
2019-09-15 11:50:00,a300000007,18.7,47.5,16.5,,,
2019-09-15 11:50:00,a200000017,21.3,41,4,,,
2019-09-15 11:50:00,a300000008,18.15,49,34,,,
2019-09-15 11:50:00,a200000018,18.2,49,5,,,
2019-09-15 11:50:00,a200000025,19.2,46,327,,,
2019-09-15 11:50:00,a200000024,19,46,56,,,
2019-09-15 11:50:00,a200000020,16.8,52,288,,,
2019-09-15 11:50:00,a300000004,19.6,46,1,,,
2019-09-15 11:50:00,a200000016,17.5,52,18,,,
2019-09-15 11:50:00,a200000015,19.1,46,114,,,
2019-09-15 11:50:00,a300000005,17,53,146,,,
2019-09-15 11:50:00,a200000014,18.6,47,2,,,
2019-09-15 12:00:00,a200000019,18.9,47,3,,,
2019-09-15 12:00:00,a200000021,18.8,47,4,,,
2019-09-15 12:00:00,a200000024,19.1,46,44,,,
2019-09-15 12:00:00,a300000007,18.7,47,12,348,,
2019-09-15 12:00:00,a300000004,19.6,46,1,396,,
2019-09-15 12:00:00,a200000015,19.1,46,113,,,
2019-09-15 12:00:00,a200000022,19.5,46,382,,,
2019-09-15 12:00:00,a200000020,16.8,52,290,,,
2019-09-15 12:00:00,a200000014,18.6,47,3,,,
2019-09-15 12:00:00,a300000005,,,,401,,
2019-09-15 12:00:00,a200000016,17.4,51,15,,,
2019-09-15 12:00:00,a200000025,19.2,46,321,,,
2019-09-15 12:00:00,a300000006,16.8,53,28,409,,
2019-09-15 12:00:00,a200000023,20.6,42,4,,,
2019-09-15 12:00:00,a200000017,21,41,4,,,
2019-09-15 12:00:00,a200000018,18.25,49,5.5,,,
2019-09-15 12:00:00,a300000008,18.1,49,26,410,,
2019-09-15 12:10:00,a300000007,18.7,47,15,,,
2019-09-15 12:10:00,a200000015,19.2,45,114,,,
2019-09-15 12:10:00,a200000016,17.5,51,17,,,
2019-09-15 12:10:00,a200000022,19.4,46,400,,,
2019-09-15 12:10:00,a200000024,19.1,46,47,,,
2019-09-15 12:10:00,a300000006,16.8,53,41,,,
2019-09-15 12:10:00,a200000025,19.3,45,343,,,
2019-09-15 12:10:00,a200000017,21,42,5,,,
2019-09-15 12:10:00,a200000014,18.6,47,3,,,
2019-09-15 12:10:00,a300000005,17.1,53,192,,,
2019-09-15 12:10:00,a200000018,18.3,49,6,,,
2019-09-15 12:10:00,a200000023,20.6,42,5,,,
2019-09-15 12:10:00,a200000020,16.8,52,304,,,
2019-09-15 12:10:00,a300000004,19.5,46,1,,,
2019-09-15 12:10:00,a200000021,18.7,47,6,,,
2019-09-15 12:10:00,a300000008,18.2,49,36,,,
2019-09-15 12:10:00,a200000019,18.9,47,4,,,
2019-09-15 12:20:00,a200000024,19.1,46,115.5,,,
2019-09-15 12:20:00,a200000025,19.3,45,362.5,,,
2019-09-15 12:20:00,a200000015,19.1,45,115,,,
2019-09-15 12:20:00,a300000007,18.75,47,173.5,,,
2019-09-15 12:20:00,a200000016,17.5,51,22,,,
2019-09-15 12:20:00,a200000019,18.9,47,4,,,
2019-09-15 12:20:00,a300000005,17.1,53,202,,,
2019-09-15 12:20:00,a300000006,16.8,53,54,,,
2019-09-15 12:20:00,a200000017,21.15,41.5,6,,,
2019-09-15 12:20:00,a200000021,18.7,47,9,,,
2019-09-15 12:20:00,a200000022,19.5,46,417,,,
2019-09-15 12:20:00,a200000020,16.8,51,313,,,
2019-09-15 12:20:00,a200000014,18.6,47,231,,,
2019-09-15 12:20:00,a300000004,19.6,45,2,,,
2019-09-15 12:20:00,a300000008,18.2,48,41,,,
2019-09-15 12:20:00,a200000023,20.6,42,6,,,
2019-09-15 12:20:00,a200000018,18.2,49,8,,,
2019-09-15 12:30:00,a200000016,17.5,51,47,,,
2019-09-15 12:30:00,a200000022,19.5,45,470,,,
2019-09-15 12:30:00,a200000021,18.8,47,14,,,
2019-09-15 12:30:00,a200000014,18.7,47,226,,,
2019-09-15 12:30:00,a200000018,18.3,49,281,,,
2019-09-15 12:30:00,a200000020,16.85,51,314,,,
2019-09-15 12:30:00,a300000008,,,,407,,
2019-09-15 12:30:00,a200000015,19.2,45,114,,,
2019-09-15 12:30:00,a300000004,,,,403,,
2019-09-15 12:30:00,a200000025,19.3,45,382,,,
2019-09-15 12:30:00,a300000007,18.8,47,332,329,,
2019-09-15 12:30:00,a200000023,20.6,42,91,,,
2019-09-15 12:30:00,a200000017,21.3,41,7,,,
2019-09-15 12:30:00,a300000005,,,,393,,
2019-09-15 12:30:00,a200000024,19.1,46,184,,,
2019-09-15 12:30:00,a200000019,19,47,320,,,
2019-09-15 12:30:00,a300000006,16.8,52,46,405,,
2019-09-15 12:40:00,a200000015,19.2,45,115,,,
2019-09-15 12:40:00,a200000017,21.2,41,6,,,
2019-09-15 12:40:00,a300000006,16.9,52,49,,,
2019-09-15 12:40:00,a200000022,19.5,45,451,,,
2019-09-15 12:40:00,a200000024,19.2,46,190,,,
2019-09-15 12:40:00,a200000021,18.8,47,8,,,
2019-09-15 12:40:00,a200000020,16.9,51,315,,,
2019-09-15 12:40:00,a200000023,20.6,42,89,,,
2019-09-15 12:40:00,a200000014,18.6,47,7,,,
2019-09-15 12:40:00,a300000004,19.5,45,2,,,
2019-09-15 12:40:00,a300000005,17.2,53,222,,,
2019-09-15 12:40:00,a200000019,19.1,47,314,,,
2019-09-15 12:40:00,a200000025,19.4,45,394,,,
2019-09-15 12:40:00,a200000018,18.3,49,8,,,
2019-09-15 12:40:00,a300000008,18.3,48,44,,,
2019-09-15 12:40:00,a200000016,17.6,51,41,,,
2019-09-15 12:40:00,a300000007,18.7,47,324,,,
2019-09-15 12:50:00,a200000024,19.2,46,110,,,
2019-09-15 12:50:00,a300000005,17.2,53,307,,,
2019-09-15 12:50:00,a300000008,18.3,48,65,,,
2019-09-15 12:50:00,a300000006,16.9,52,70,,,
2019-09-15 12:50:00,a200000025,19.45,45,421,,,
2019-09-15 12:50:00,a300000007,18.8,47,43,,,
2019-09-15 12:50:00,a200000014,18.7,47,7,,,
2019-09-15 12:50:00,a200000020,17,51,343,,,
2019-09-15 12:50:00,a200000022,19.6,45,532,,,
2019-09-15 12:50:00,a200000021,18.8,47,11,,,
2019-09-15 12:50:00,a200000016,17.6,51,38,,,
2019-09-15 12:50:00,a300000004,19.5,45,2,,,
2019-09-15 12:50:00,a200000019,19.15,46.5,161.5,,,
2019-09-15 12:50:00,a200000023,20.7,41,11,,,
2019-09-15 12:50:00,a200000015,19.2,45,116,,,
2019-09-15 12:50:00,a200000018,18.4,48,10,,,
2019-09-15 12:50:00,a200000017,21.1,40,11,,,
2019-09-15 13:00:00,a300000005,17.3,52,311,410,,
2019-09-15 13:00:00,a200000014,18.7,46.5,6.5,,,
2019-09-15 13:00:00,a200000017,20.9,41,12,,,
2019-09-15 13:00:00,a200000022,19.6,45,536,,,
2019-09-15 13:00:00,a300000004,19.5,45,2,414,,
2019-09-15 13:00:00,a300000006,16.9,52,79,400,,
2019-09-15 13:00:00,a300000008,18.3,48,67,412,,
2019-09-15 13:00:00,a200000023,20.7,41,11,,,
2019-09-15 13:00:00,a200000025,19.5,45,448,,,
2019-09-15 13:00:00,a200000024,19.2,46,107,,,
2019-09-15 13:00:00,a200000019,19.2,46,9,,,
2019-09-15 13:00:00,a300000007,18.8,47,42,305,,
2019-09-15 13:00:00,a200000021,18.9,47,12,,,
2019-09-15 13:00:00,a200000016,17.6,50,38,,,
2019-09-15 13:00:00,a200000015,19.2,45,116,,,
2019-09-15 13:00:00,a200000018,18.45,48,9.5,,,
2019-09-15 13:00:00,a200000020,17,50,344,,,
2019-09-15 13:10:00,a300000004,19.5,45,2,,,
2019-09-15 13:10:00,a200000020,17,50,332,,,
2019-09-15 13:10:00,a200000024,19.2,45,113,,,
2019-09-15 13:10:00,a300000006,17,52,68,,,
2019-09-15 13:10:00,a200000022,19.7,44,546,,,
2019-09-15 13:10:00,a300000005,17.3,52,287,,,
2019-09-15 13:10:00,a300000008,18.4,47,64,,,
2019-09-15 13:10:00,a200000019,19.2,46,10,,,
2019-09-15 13:10:00,a200000016,17.7,50,42,,,
2019-09-15 13:10:00,a200000015,19.2,45,116,,,
2019-09-15 13:10:00,a200000021,18.85,46.5,13,,,
2019-09-15 13:10:00,a300000007,18.8,46,45,,,
2019-09-15 13:10:00,a200000018,18.5,48,9,,,
2019-09-15 13:10:00,a200000014,18.7,46,6,,,
2019-09-15 13:10:00,a200000023,20.8,41,11,,,
2019-09-15 13:10:00,a200000017,21.2,40,11,,,
2019-09-15 13:10:00,a200000025,19.5,44,444,,,
2019-09-15 13:20:00,a200000025,19.55,44,471.5,,,
2019-09-15 13:20:00,a200000020,17,50,342,,,
2019-09-15 13:20:00,a200000014,18.7,46,11,,,
2019-09-15 13:20:00,a200000016,17.75,50,47.5,,,
2019-09-15 13:20:00,a300000004,19.5,45,2,,,
2019-09-15 13:20:00,a200000018,18.4,48,11,,,
2019-09-15 13:20:00,a300000008,18.45,47,71.5,,,
2019-09-15 13:20:00,a200000021,18.8,46,14,,,
2019-09-15 13:20:00,a200000022,19.8,44,529,,,
2019-09-15 13:20:00,a200000023,20.75,41,13.5,,,
2019-09-15 13:20:00,a200000015,19.2,44,116,,,
2019-09-15 13:20:00,a300000006,17,51.5,71.5,,,
2019-09-15 13:20:00,a300000007,18.85,46,52.5,,,
2019-09-15 13:20:00,a200000024,19.3,45,103,,,
2019-09-15 13:20:00,a300000005,17.35,52,316,,,
2019-09-15 13:20:00,a200000019,19.2,45.5,12.5,,,
2019-09-15 13:20:00,a200000017,21.15,40,13.5,,,
2019-09-15 13:30:00,a200000015,19.2,44,116,,,
2019-09-15 13:30:00,a200000023,20.7,41,16,,,
2019-09-15 13:30:00,a200000016,17.8,50,53,,,
2019-09-15 13:30:00,a200000025,19.6,44,499,,,
2019-09-15 13:30:00,a200000018,18.5,48,10,,,
2019-09-15 13:30:00,a200000019,19.2,45,15,,,
2019-09-15 13:30:00,a200000014,18.7,46,10,,,
2019-09-15 13:30:00,a200000022,19.9,44,609,,,
2019-09-15 13:30:00,a300000008,18.5,47,79,404,,
2019-09-15 13:30:00,a300000005,17.4,52,345,401,,
2019-09-15 13:30:00,a300000007,18.9,46,60,341,,
2019-09-15 13:30:00,a200000020,17.1,49,345,,,
2019-09-15 13:30:00,a200000024,19.3,45,127,,,
2019-09-15 13:30:00,a200000021,18.8,46,14.5,,,
2019-09-15 13:30:00,a300000004,19.5,45,2,411,,
2019-09-15 13:30:00,a300000006,17,51,75,408,,
2019-09-15 13:30:00,a200000017,21.1,40,16,,,
2019-09-15 13:40:00,a200000019,19.2,45,14,,,
2019-09-15 13:40:00,a300000004,19.5,45,2,,,
2019-09-15 13:40:00,a300000007,18.9,46,49,,,
2019-09-15 13:40:00,a300000005,17.5,52,331,,,
2019-09-15 13:40:00,a200000018,18.5,48,13,,,
2019-09-15 13:40:00,a200000022,19.9,44,568,,,
2019-09-15 13:40:00,a200000015,19.3,44,116,,,
2019-09-15 13:40:00,a200000017,21.3,40,14,,,
2019-09-15 13:40:00,a200000016,17.8,49.5,49.5,,,
2019-09-15 13:40:00,a200000024,19.4,45,104,,,
2019-09-15 13:40:00,a200000021,18.8,46,15,,,
2019-09-15 13:40:00,a200000020,17.1,49,344,,,
2019-09-15 13:40:00,a200000023,20.8,41,13,,,
2019-09-15 13:40:00,a200000014,18.7,46,9,,,
2019-09-15 13:40:00,a200000025,19.7,44,466,,,
2019-09-15 13:40:00,a300000006,17.1,51,80,,,
2019-09-15 13:40:00,a300000008,18.5,47,76,,,
2019-09-15 13:50:00,a200000014,18.76666667,45.66666667,46.66666667,,,
2019-09-15 13:50:00,a200000018,18.5,47,19,,,
2019-09-15 13:50:00,a200000021,18.9,46,28,,,
2019-09-15 13:50:00,a200000017,21.1,40,18,,,
2019-09-15 13:50:00,a200000025,19.8,43,528,,,
2019-09-15 13:50:00,a200000023,20.8,40,17,,,
2019-09-15 13:50:00,a200000015,19.2,44,117,,,
2019-09-15 13:50:00,a300000005,17.6,52,467,,,
2019-09-15 13:50:00,a200000022,20,43,601,,,
2019-09-15 13:50:00,a200000016,17.8,49,46,,,
2019-09-15 13:50:00,a200000024,19.4,45,126,,,
2019-09-15 13:50:00,a300000006,17,51,92,,,
2019-09-15 13:50:00,a200000019,19.2,45,13,,,
2019-09-15 13:50:00,a200000020,17.1,49,357,,,
2019-09-15 13:50:00,a300000004,19.6,45,3,,,
2019-09-15 13:50:00,a300000007,19,46,59,,,
2019-09-15 13:50:00,a300000008,18.6,46,92,,,
2019-09-15 14:00:00,a200000018,18.6,47,61.5,,,
2019-09-15 14:00:00,a200000022,20,44,870,,,
2019-09-15 14:00:00,a200000025,19.9,43,821,,,
2019-09-15 14:00:00,a300000007,19,46,128,324,,
2019-09-15 14:00:00,a200000017,20.8,38,39,,,
2019-09-15 14:00:00,a300000005,17.7,52,603,409,,
2019-09-15 14:00:00,a200000023,20.85,40,81.5,,,
2019-09-15 14:00:00,a200000021,18.9,46,84.5,,,
2019-09-15 14:00:00,a300000008,18.6,45,162,413,,
2019-09-15 14:00:00,a300000004,,,,411,,
2019-09-15 14:00:00,a200000020,17.2,48,420,,,
2019-09-15 14:00:00,a200000015,19.25,44,125,,,
2019-09-15 14:00:00,a200000016,17.9,48.5,197.5,,,
2019-09-15 14:00:00,a200000024,19.5,45,281,,,
2019-09-15 14:00:00,a200000019,19.25,45,61,,,
2019-09-15 14:00:00,a200000014,18.83333333,45.33333333,84.33333333,,,
2019-09-15 14:00:00,a300000006,17.1,51,184,401,,
2019-09-15 14:10:00,a200000024,19.6,44,710,,,
2019-09-15 14:10:00,a200000021,18.9,46,141,,,
2019-09-15 14:10:00,a200000017,21.2,39,60,,,
2019-09-15 14:10:00,a300000008,18.8,46,225,,,
2019-09-15 14:10:00,a200000022,20.3,43,2045,,,
2019-09-15 14:10:00,a200000016,18,48,349,,,
2019-09-15 14:10:00,a300000007,19.1,45,409,,,
2019-09-15 14:10:00,a300000005,17.96666667,51.66666667,1002.333333,405.3333333,,
2019-09-15 14:10:00,a200000018,18.7,47,104,,,
2019-09-15 14:10:00,a200000020,17.36666667,47.66666667,517,,,
2019-09-15 14:10:00,a300000006,17.1,50,167,,,
2019-09-15 14:10:00,a300000004,19.5,45,17,,,
2019-09-15 14:10:00,a200000023,20.9,40,146,,,
2019-09-15 14:10:00,a200000015,19.3,44,133,,,
2019-09-15 14:10:00,a200000019,19.3,45,109,,,
2019-09-15 14:10:00,a200000025,20.2,42,1112,,,
2019-09-15 14:10:00,a200000014,18.9,45,122,,,
2019-09-15 14:20:00,a200000014,19,46,119,,,
2019-09-15 14:20:00,a300000005,18.23333333,51.33333333,1401.666667,401.6666667,,
2019-09-15 14:20:00,a200000023,21,40,142,,,
2019-09-15 14:20:00,a200000020,17.53333333,47.33333333,614,,,
2019-09-15 14:20:00,a200000015,19.3,43,133,,,
2019-09-15 14:20:00,a200000017,21.15,39.5,98,,,
2019-09-15 14:20:00,a200000022,20.7,42.5,2074,,,
2019-09-15 14:20:00,a200000025,20.5,42,1738,,,
2019-09-15 14:20:00,a300000007,19.25,44.75,410.25,,,
2019-09-15 14:20:00,a200000016,18.3,48,376,,,
2019-09-15 14:20:00,a200000018,18.8,47,104,,,
2019-09-15 14:20:00,a300000006,17.15,50,184.5,,,
2019-09-15 14:20:00,a200000019,19.5,44,143,,,
2019-09-15 14:20:00,a200000021,19.1,45,136,,,
2019-09-15 14:20:00,a200000024,19.9,44,688,,,
2019-09-15 14:20:00,a300000008,19.15,45.5,341.5,,,
2019-09-15 14:30:00,a300000006,17.2,50,202,405,,
2019-09-15 14:30:00,a200000017,21.1,40,136,,,
2019-09-15 14:30:00,a200000021,19.3,44.5,136.5,,,
2019-09-15 14:30:00,a300000008,19.5,45,458,405,,
2019-09-15 14:30:00,a200000025,21,41,1743,,,
2019-09-15 14:30:00,a200000020,17.7,47,711,,,
2019-09-15 14:30:00,a200000024,20.2,44,669,,,
2019-09-15 14:30:00,a200000019,19.6,45,139,,,
2019-09-15 14:30:00,a300000005,18.5,51,1801,398,,
2019-09-15 14:30:00,a200000015,19.3,43,132,,,
2019-09-15 14:30:00,a300000007,19.4,44.5,411.5,,,
2019-09-15 14:30:00,a200000023,21.2,40,143,,,
2019-09-15 14:30:00,a200000018,18.9,47,104,,,
2019-09-15 14:30:00,a200000016,18.5,47,336,,,
2019-09-15 14:30:00,a200000022,21.1,42,2103,,,
2019-09-15 14:30:00,a200000014,19.2,45,119,,,
2019-09-15 14:30:00,a300000004,,,,409,,
2019-09-15 14:40:00,a200000014,19.3,45,120,,,
2019-09-15 14:40:00,a200000019,19.7,44,140,,,
2019-09-15 14:40:00,a200000016,18.8,47,303,,,
2019-09-15 14:40:00,a200000023,21.4,40,146,,,
2019-09-15 14:40:00,a200000022,21.5,41.5,2135,,,
2019-09-15 14:40:00,a200000017,20.9,39,145,,,
2019-09-15 14:40:00,a200000020,17.8,47,640,,,
2019-09-15 14:40:00,a200000025,21.4,41,1767,,,
2019-09-15 14:40:00,a300000006,17.3,50,237,,,
2019-09-15 14:40:00,a300000005,18.95,50.5,1870,,,
2019-09-15 14:40:00,a300000007,19.55,44.25,412.75,,,
2019-09-15 14:40:00,a200000021,19.5,44,137,,,
2019-09-15 14:40:00,a300000004,19.6,45,15,,,
2019-09-15 14:40:00,a200000024,20.4,43,673,,,
2019-09-15 14:40:00,a300000008,19.95,44,474,,,
2019-09-15 14:40:00,a200000018,19.1,46,107,,,
2019-09-15 14:40:00,a200000015,19.4,43,130,,,
2019-09-15 14:50:00,a200000014,19.5,44,118,,,
2019-09-15 14:50:00,a200000023,21.6,40,148,,,
2019-09-15 14:50:00,a300000007,19.7,44,414,,,
2019-09-15 14:50:00,a200000019,19.9,44,140,,,
2019-09-15 14:50:00,a200000021,19.6,44,126,,,
2019-09-15 14:50:00,a200000025,21.8,40,1787,,,
2019-09-15 14:50:00,a200000020,17.9,47,569,,,
2019-09-15 14:50:00,a200000017,21,40,154,,,
2019-09-15 14:50:00,a200000016,19,46,256,,,
2019-09-15 14:50:00,a300000006,17.4,49,270,,,
2019-09-15 14:50:00,a300000008,20.4,43,490,,,
2019-09-15 14:50:00,a200000022,21.9,41,2167,,,
2019-09-15 14:50:00,a200000024,20.8,43,673,,,
2019-09-15 14:50:00,a300000005,19.4,50,1939,,,
2019-09-15 14:50:00,a300000004,19.6,44,14,,,
2019-09-15 14:50:00,a200000018,19.3,46,104,,,
2019-09-15 14:50:00,a200000015,19.4,43,128,,,
2019-09-15 15:00:00,a200000023,21.8,39,150,,,
2019-09-15 15:00:00,a300000007,19.8,44,420,336,,
2019-09-15 15:00:00,a200000014,19.6,44,125,,,
2019-09-15 15:00:00,a200000025,22.3,40,1839,,,
2019-09-15 15:00:00,a200000024,21,42,699,,,
2019-09-15 15:00:00,a200000019,20,44,141,,,
2019-09-15 15:00:00,a200000015,19.45,43,122.5,,,
2019-09-15 15:00:00,a200000017,20.9,38,165,,,
2019-09-15 15:00:00,a300000006,,,,392,,
2019-09-15 15:00:00,a200000022,22.4,41,2199,,,
2019-09-15 15:00:00,a300000004,,,,404,,
2019-09-15 15:00:00,a300000005,19.9,49,2045,406,,
2019-09-15 15:00:00,a200000021,19.8,44,135,,,
2019-09-15 15:00:00,a200000016,19.3,46,230,,,
2019-09-15 15:00:00,a200000020,18.1,46,563,,,
2019-09-15 15:00:00,a200000018,19.4,46,112,,,
2019-09-15 15:00:00,a300000008,20.9,43,512,423,,
